"Rule","Support","Confidence","Lift"
"[fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello, dura]-->httpamjmhkwece",0.0011051250172675784,1,904.875
"[covidpolicía, aplaudimos, fuerza, sanitarios, reportaje, bombero, españa, condicione, aquello]-->sanitario",0.0011051250172675784,1,38.301587301587304
"[covidpolicía, aplaudimos, fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione]-->aquello",0.0011051250172675784,1,381
"[covidpolicía, aplaudimos, fuerza, sanitario, sanitarios, reportaje, bombero, condicione, aquello]-->españa",0.0011051250172675784,1,3.3906323185011713
"[covidpolicía, aplaudimos, fuerza, sanitario, sanitarios, reportaje, bombero, españa, aquello]-->condicione",0.0011051250172675784,1,289.56
"[covidpolicía, aplaudimos, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello]-->fuerza",0.0011051250172675784,1,723.9
"[covidpolicía, aplaudimos, fuerza, sanitario, sanitarios, reportaje, españa, condicione, aquello]-->bombero",0.0011051250172675784,1,658.0909090909091
"[covidpolicía, aplaudimos, fuerza, sanitario, reportaje, bombero, españa, condicione, aquello]-->sanitarios",0.0011051250172675784,1,381
"[covidpolicía, aplaudimos, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello]-->reportaje",0.0011051250172675784,1,658.0909090909091
"[aplaudimos, fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello]-->covidpolicía",0.0011051250172675784,1,904.875
"[covidpolicía, fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello]-->aplaudimos",0.0011051250172675784,1,904.875
"[covidpolicía, fuerza, sanitarios, reportaje, bombero, españa, condicione, aquello, httpamjmhkwece]-->sanitario",0.0011051250172675784,1,38.301587301587304
"[covidpolicía, fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione, httpamjmhkwece]-->aquello",0.0011051250172675784,1,381
"[covidpolicía, fuerza, sanitario, sanitarios, reportaje, bombero, condicione, aquello, httpamjmhkwece]-->españa",0.0011051250172675784,1,3.3906323185011713
"[covidpolicía, fuerza, sanitario, sanitarios, reportaje, bombero, españa, aquello, httpamjmhkwece]-->condicione",0.0011051250172675784,1,289.56
"[covidpolicía, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello, httpamjmhkwece]-->fuerza",0.0011051250172675784,1,723.9
"[covidpolicía, fuerza, sanitario, sanitarios, reportaje, españa, condicione, aquello, httpamjmhkwece]-->bombero",0.0011051250172675784,1,658.0909090909091
"[covidpolicía, fuerza, sanitario, reportaje, bombero, españa, condicione, aquello, httpamjmhkwece]-->sanitarios",0.0011051250172675784,1,381
"[covidpolicía, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello, httpamjmhkwece]-->reportaje",0.0011051250172675784,1,658.0909090909091
"[fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello, httpamjmhkwece]-->covidpolicía",0.0011051250172675784,1,904.875
"[covidpolicía, fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello]-->httpamjmhkwece",0.0011051250172675784,1,904.875
"[aplaudimos, fuerza, sanitarios, reportaje, bombero, españa, condicione, aquello, httpamjmhkwece]-->sanitario",0.0011051250172675784,1,38.301587301587304
"[aplaudimos, fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione, httpamjmhkwece]-->aquello",0.0011051250172675784,1,381
"[aplaudimos, fuerza, sanitario, sanitarios, reportaje, bombero, condicione, aquello, httpamjmhkwece]-->españa",0.0011051250172675784,1,3.3906323185011713
"[aplaudimos, fuerza, sanitario, sanitarios, reportaje, bombero, españa, aquello, httpamjmhkwece]-->condicione",0.0011051250172675784,1,289.56
"[aplaudimos, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello, httpamjmhkwece]-->fuerza",0.0011051250172675784,1,723.9
"[aplaudimos, fuerza, sanitario, sanitarios, reportaje, españa, condicione, aquello, httpamjmhkwece]-->bombero",0.0011051250172675784,1,658.0909090909091
"[aplaudimos, fuerza, sanitario, reportaje, bombero, españa, condicione, aquello, httpamjmhkwece]-->sanitarios",0.0011051250172675784,1,381
"[aplaudimos, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello, httpamjmhkwece]-->reportaje",0.0011051250172675784,1,658.0909090909091
"[fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello, httpamjmhkwece]-->aplaudimos",0.0011051250172675784,1,904.875
"[aplaudimos, fuerza, sanitario, sanitarios, reportaje, bombero, españa, condicione, aquello]-->httpamjmhkwece",0.0011051250172675784,1,904.875
"[covidpolicía, camionero, fuerza, sanitarios, bombero, españa, condicione, aquello, dura]-->sanitario",0.0011051250172675784,1,38.301587301587304
"[covidpolicía, camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, dura]-->aquello",0.0011051250172675784,1,381
"[covidpolicía, camionero, fuerza, sanitario, sanitarios, bombero, condicione, aquello, dura]-->españa",0.0011051250172675784,1,3.3906323185011713
"[covidpolicía, camionero, fuerza, sanitario, sanitarios, bombero, españa, aquello, dura]-->condicione",0.0011051250172675784,1,289.56
"[covidpolicía, camionero, sanitario, sanitarios, bombero, españa, condicione, aquello, dura]-->fuerza",0.0011051250172675784,1,723.9
"[covidpolicía, camionero, fuerza, sanitario, sanitarios, españa, condicione, aquello, dura]-->bombero",0.0011051250172675784,1,658.0909090909091
"[covidpolicía, camionero, fuerza, sanitario, bombero, españa, condicione, aquello, dura]-->sanitarios",0.0011051250172675784,1,381
"[covidpolicía, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello, dura]-->camionero",0.0011051250172675784,1,804.3333333333334
"[covidpolicía, camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello]-->dura",0.0011051250172675784,1,804.3333333333334
"[camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, aquello, dura]-->covidpolicía",0.0011051250172675784,1,904.875
"[aplaudimos, camionero, fuerza, sanitarios, bombero, españa, condicione, aquello, dura]-->sanitario",0.0011051250172675784,1,38.301587301587304
"[aplaudimos, camionero, fuerza, sanitario, sanitarios, bombero, españa, condicione, dura]-->aquello",0.0011051250172675784,1,381
"[aplaudimos, camionero, fuerza, sanitario, sanitarios, bombero, condicione, aquello, dura]-->españa",0.0011051250172675784,1,3.3906323185011713
"[aplaudimos, camionero, fuerza, sanitario, sanitarios, bombero, españa, aquello, dura]-->condicione",0.0011051250172675784,1,289.56
"[aplaudimos, camionero, sanitario, sanitarios, bombero, españa, condicione, aquello, dura]-->fuerza",0.0011051250172675784,1,723.9
"[aplaudimos, camionero, fuerza, sanitario, sanitarios, españa, condicione, aquello, dura]-->bombero",0.0011051250172675784,1,658.0909090909091
"[aplaudimos, camionero, fuerza, sanitario, bombero, españa, condicione, aquello, dura]-->sanitarios",0.0011051250172675784,1,381
