"Fecha";"Tmax"
2014-02-13;16.7
2014-02-14;17.5
2014-02-15;15.7
2014-02-16;14.8
2014-02-17;15.1
2014-02-18;14
2014-02-19;15.3
2014-02-20;12.3
2014-02-21;15.2
2014-02-22;16.7
2014-02-23;21.3
2014-02-24;15.8
2014-02-25;14.2
2014-02-26;16.6
2014-02-27;13.5
2014-02-28;16.5
2014-03-01;13.7
2014-03-02;17.7
2014-03-03;15.3
2014-03-04;15.8
2014-03-05;19.6
2014-03-06;23.8
2014-03-07;23.3
2014-03-08;24.4
2014-03-09;22.9
2014-03-10;23.4
2014-03-11;23.9
2014-03-12;18.7
2014-03-13;19.6
2014-03-14;17.7
2014-03-15;23.8
2014-03-16;25.6
2014-03-17;27.1
2014-03-18;26.4
2014-03-19;25.6273139454613
2014-03-20;24.7620431842034
2014-03-21;23.816986461028
2014-03-22;22.8026874010905
2014-03-23;21.7279102400421
2014-03-24;20.6
2014-03-25;19.4
2014-03-26;18
2014-03-27;17.4
2014-03-28;18.3
2014-03-29;11
2014-03-30;18.7
2014-03-31;23.5
2014-04-01;24.7
2014-04-02;15.8
2014-04-03;15.7
2014-04-04;17.7
2014-04-05;20.1
2014-04-06;28.5
2014-04-08;31.4
2014-04-09;27.9
2014-04-10;30.6
2014-04-11;29.1
2014-04-12;23.6
2014-04-13;29.1
2014-04-14;26.1
2014-04-15;25.7
2014-04-16;29.4
2014-04-17;32.5
2014-04-19;21.1
2014-04-20;18.5
2014-04-21;19.9
2014-04-22;21.3
2014-04-23;22.5
2014-04-24;21.6
2014-04-25;22
2014-04-26;24.8
2014-04-27;26.4
2014-04-28;29.1
